Linkage_Group	Linkage-Position	Marker_ID	Scaffold_ID	Marker_Pos	Genetic_distance	Marker_type	Gene	GeneStart	GeneEnd
Pm2	21528800	mheter_112402	scaffold206	312141	78.448	<lmxll>	None	None	None
Pm2	22055677	mheter_106020	scaffold206	839018	67.496	<lmxll>	None	None	None
Pm2	22164256	hk_hk865	scaffold1	468368	76.557	<hkxhk>	Pm007178	22162440	22167415
Pm2	22293002	mheter_118174	scaffold1	339622	76.937	<lmxll>	Pm007193	22290293	22297578
Pm2	22611345	mheter_107384	scaffold1	21279	77.057	<lmxll>	Pm007232	22606868	22613485
Pm2	22681531	fheter_104223	scaffold152	545471	72.88	<nnxnp>	Pm007239	22679277	22687423
Pm2	23134704	mheter_108235	scaffold152	92298	77.381	<lmxll>	Pm007294	23134625	23138980
Pm2	23187398	mheter_115679	scaffold152	39604	78.685	<lmxll>	None	None	None
Pm2	23235303	mheter_107203	scaffold91	445682	75.976	<lmxll>	Pm007309	23233054	23239681
Pm2	23353723	mheter_113158	scaffold91	327262	79.01	<lmxll>	None	None	None
Pm2	23631056	mheter_109993	scaffold91	49929	77.695	<lmxll>	None	None	None
Pm2	23696839	hk_hk3135	scaffold553	126153	79.822	<hkxhk>	None	None	None
Pm2	23779016	hk_hk552	scaffold553	43976	77.835	<hkxhk>	Pm007363	23778868	23779310
Pm2	23893279	mheter_110208	scaffold96	283866	78.019	<lmxll>	None	None	None
Pm2	24149316	mheter_117019	scaffold96	27829	78.531	<lmxll>	None	None	None
Pm2	24212621	hk_hk668	scaffold556	35378	78.637	<hkxhk>	Pm007379	24209354	24213717
Pm2	24352313	mheter_111405	scaffold556	175070	78.861	<lmxll>	None	None	None
Pm2	24438405	mheter_112785	scaffold556	261162	79.925	<lmxll>	None	None	None
Pm2	24480607	mheter_110410	scaffold134	180837	78.929	<lmxll>	None	None	None
Pm2	24793445	mheter_114175	scaffold80	121646	78.133	<lmxll>	None	None	None
Pm2	24890285	mheter_114009	scaffold80	24806	79.103	<lmxll>	Pm007450	24889887	24891529
Pm2	24954148	mheter_113884	scaffold436	160949	80.042	<lmxll>	None	None	None
Pm2	24988489	mheter_114922	scaffold436	126608	79.298	<lmxll>	None	None	None
Pm2	25217646	mheter_110864	scaffold198	126225	79.487	<lmxll>	None	None	None
Pm2	25385640	mheter_108622	scaffold530	222590	79.548	<lmxll>	None	None	None
Pm2	25509293	mheter_114094	scaffold530	98937	79.603	<lmxll>	None	None	None
Pm2	25612665	mheter_114125	scaffold636	19728	79.672	<lmxll>	None	None	None
Pm2	25686517	mheter_117262	scaffold323	102550	79.786	<lmxll>	None	None	None
Pm2	25745590	mheter_117766	scaffold323	43477	80.186	<lmxll>	None	None	None
Pm2	25858710	mheter_106588	scaffold62	561088	80.318	<lmxll>	None	None	None
Pm2	26000836	mheter_116356	scaffold62	418962	80.662	<lmxll>	None	None	None
Pm2	26403405	mheter_113438	scaffold62	16393	79.201	<lmxll>	Pm007595	26403107	26405075
Pm2	26475701	mheter_114192	scaffold761	56067	80.94	<lmxll>	None	None	None
Pm2	26544335	mheter_115852	scaffold177	12469	80.499	<lmxll>	None	None	None
Pm2	26709510	mheter_110896	scaffold177	177644	81.193	<lmxll>	None	None	None
Pm2	27106730	mheter_113888	scaffold177	574864	81.458	<lmxll>	Pm007663	27105774	27109271
Pm2	27305666	mheter_113607	scaffold682	6444	81.77	<lmxll>	None	None	None
Pm2	27324759	mheter_111435	scaffold215	365852	82.708	<lmxll>	Pm007681	27322951	27326264
Pm2	27376887	mheter_117490	scaffold215	313724	81.989	<lmxll>	None	None	None
Pm2	27571829	mheter_114382	scaffold215	118782	82.332	<lmxll>	None	None	None
Pm2	27735566	mheter_111545	scaffold538	340171	82.493	<lmxll>	None	None	None
Pm2	27937249	mheter_112118	scaffold538	138488	82.859	<lmxll>	None	None	None
Pm2	28088764	mheter_109460	scaffold359	12929	83.341	<lmxll>	Pm007755	28084697	28089112
Pm2	28219417	mheter_112520	scaffold359	143582	83.669	<lmxll>	None	None	None
Pm2	28269209	mheter_106776	scaffold141	161552	84.425	<lmxll>	None	None	None
Pm2	28405515	mheter_107988	scaffold141	25246	82.203	<lmxll>	None	None	None
Pm2	28588215	hk_hk2837	scaffold119	157356	83.977	<hkxhk>	None	None	None
Pm2	28917224	mheter_114536	scaffold119	486365	85.847	<lmxll>	None	None	None
Pm2	29270471	mheter_112298	scaffold119	839612	86.004	<lmxll>	Pm007895	29267843	29276710
Pm2	29433334	mheter_116674	scaffold622	33598	86.369	<lmxll>	Pm007909	29433120	29435309
Pm2	29437542	mheter_109167	scaffold622	29390	86.807	<lmxll>	Pm007910	29436295	29438603
Pm2	29493665	mheter_109994	scaffold717	26635	85.404	<lmxll>	Pm007919	29492634	29498948
Pm2	29686328	mheter_108827	scaffold717	219298	87.141	<lmxll>	Pm007944	29685528	29692560
Pm2	29768387	mheter_109469	scaffold717	301357	86.216	<lmxll>	None	None	None
Pm2	29805286	mheter_110404	scaffold429	11182	86.472	<lmxll>	Pm007955	29801857	29806727
Pm2	29941987	hk_hk2912	scaffold429	147883	87.854	<hkxhk>	None	None	None
Pm2	30185263	mheter_113873	scaffold429	391159	88.717	<lmxll>	None	None	None
Pm2	30211965	mheter_116957	scaffold653	25773	88.429	<lmxll>	Pm008012	30211781	30213016
Pm2	30497134	mheter_111278	scaffold653	310942	87.713	<lmxll>	None	None	None
Pm2	30966395	mheter_108271	scaffold653	780203	89.707	<lmxll>	Pm008113	30965823	30968095
Pm2	31251921	mheter_111646	scaffold653	1065729	91.246	<lmxll>	None	None	None
Pm2	31312795	mheter_107221	scaffold515	172438	90.408	<lmxll>	Pm008156	31312140	31315702
Pm2	31415550	mheter_108150	scaffold515	69683	90.728	<lmxll>	None	None	None
Pm2	31515616	mheter_117223	scaffold629	30285	90.548	<lmxll>	Pm008177	31511724	31523329
Pm2	31658919	mheter_109607	scaffold629	173588	90.924	<lmxll>	Pm008195	31657152	31662512
Pm2	31770778	mheter_108195	scaffold629	285447	91.683	<lmxll>	Pm008213	31768256	31774325
Pm2	31837831	mheter_107166	C5000463	464	92.466	<lmxll>	Pm008223	31837367	31838265
Pm2	31894321	mheter_109263	scaffold955	1793	92.827	<lmxll>	None	None	None
Pm2	31972110	mheter_116477	scaffold181	75898	93.154	<lmxll>	Pm008243	31970668	31972287
Pm2	32253872	mheter_109670	scaffold181	357660	94.606	<lmxll>	Pm008300	32252750	32264001
Pm2	32411987	mheter_110696	scaffold181	515775	95.325	<lmxll>	None	None	None
Pm2	32599578	mheter_112885	scaffold296	283878	93.771	<lmxll>	Pm008355	32598050	32602653
Pm2	32870939	mheter_111755	scaffold296	12517	94.824	<lmxll>	None	None	None
Pm2	32884367	mheter_112531	scaffold259	473076	94.247	<lmxll>	None	None	None
Pm2	32981625	mheter_112698	scaffold259	375818	95.053	<lmxll>	Pm008416	32978735	32981704
Pm2	33279685	hk_hk3035	scaffold259	77758	94.402	<hkxhk>	None	None	None
Pm2	33321747	mheter_107861	scaffold259	35696	95.817	<lmxll>	None	None	None
Pm2	33372797	mheter_116768	scaffold138	15256	96.315	<lmxll>	None	None	None
Pm2	33490512	mheter_114943	scaffold138	132971	97.928	<lmxll>	None	None	None
Pm2	33532670	mheter_111899	scaffold464	137023	96.901	<lmxll>	None	None	None
Pm2	33630922	mheter_108343	scaffold464	38771	98.311	<lmxll>	None	None	None
Pm2	33757138	fheter_100954	scaffold788	87347	99.088	<nnxnp>	None	None	None
Pm2	33815284	fheter_107681	scaffold788	145493	98.271	<nnxnp>	None	None	None
Pm2	33920099	fheter_100255	scaffold788	250308	97.414	<nnxnp>	None	None	None
Pm2	34007530	fheter_102985	scaffold26	30724	100.539	<nnxnp>	None	None	None
Pm2	34084716	hk_hk2617	scaffold26	107910	99.403	<hkxhk>	Pm008560	34083944	34084900
Pm2	34693224	fheter_105097	scaffold26	716418	94.09	<nnxnp>	None	None	None
Pm2	34806490	mheter_113372	scaffold26	829684	97.345	<lmxll>	Pm008645	34805508	34810472
Pm2	34948038	mheter_110855	scaffold491	58541	99.582	<lmxll>	None	None	None
Pm2	35113710	mheter_108381	scaffold491	224213	100.03	<lmxll>	None	None	None
Pm2	35346496	mheter_113966	scaffold223	291147	102.653	<lmxll>	None	None	None
Pm2	35511076	mheter_107417	scaffold223	126567	101.236	<lmxll>	None	None	None
Pm2	35621570	mheter_107606	scaffold223	16073	100.731	<lmxll>	None	None	None
Pm2	35656918	hk_hk957	scaffold307	19177	105.416	<hkxhk>	None	None	None
Pm2	35980002	mheter_106607	scaffold307	342261	102.077	<lmxll>	None	None	None
Pm2	36092965	mheter_109940	scaffold307	455224	101.063	<lmxll>	None	None	None
Pm2	36201706	mheter_107356	scaffold251	83257	104.773	<lmxll>	None	None	None
Pm2	36312283	hk_hk628	scaffold251	193834	102.213	<hkxhk>	Pm008806	36305847	36321353
Pm2	36384885	mheter_114113	scaffold251	266436	103.375	<lmxll>	Pm008816	36384654	36385581
Pm2	36424309	fheter_106782	scaffold473	880681	106.457	<nnxnp>	None	None	None
Pm2	36435335	hk_hk3156	scaffold473	869655	108.082	<hkxhk>	None	None	None
Pm2	36767606	hk_hk681	scaffold473	537384	105.664	<hkxhk>	Pm008873	36766803	36769951
Pm2	37224171	mheter_113464	scaffold473	80819	103.801	<lmxll>	Pm008922	37221590	37224822
Pm2	37256914	mheter_108960	scaffold473	48076	104.396	<lmxll>	None	None	None
Pm2	37331043	hk_hk1761	scaffold607	50306	106.797	<hkxhk>	None	None	None
Pm2	37408523	mheter_111887	scaffold440	241274	107.291	<lmxll>	Pm008943	37405580	37409091
Pm2	37508817	mheter_107554	scaffold440	140980	107.878	<lmxll>	None	None	None
Pm2	37634941	hk_hk3303	scaffold440	14856	108.652	<hkxhk>	None	None	None
Pm2	37660481	hk_hk1401	scaffold240	10586	110.746	<hkxhk>	None	None	None
Pm2	37704423	fheter_105770	scaffold240	54528	109.412	<nnxnp>	None	None	None
Pm2	37766796	hk_hk651	scaffold240	116901	110.086	<hkxhk>	None	None	None
Pm2	37842668	fheter_103363	scaffold740	30825	111.073	<nnxnp>	None	None	None
Pm2	37878141	fheter_100432	scaffold740	66298	111.368	<nnxnp>	None	None	None
Pm2	38037148	hk_hk419	scaffold332	82832	111.836	<hkxhk>	Pm009021	38036789	38039045
Pm2	38188618	fheter_106165	scaffold332	234302	113.305	<nnxnp>	Pm009047	38187640	38188669
Pm2	38520971	fheter_108114	scaffold332	566655	112.641	<nnxnp>	None	None	None
Pm2	38581677	mheter_117016	scaffold332	627361	108.342	<lmxll>	None	None	None
Pm2	38725147	mheter_107864	scaffold561	42955	113.943	<lmxll>	None	None	None
Pm2	38859804	mheter_115925	scaffold561	177612	114.357	<lmxll>	Pm009120	38856075	38860452
Pm2	38870468	hk_hk1568	scaffold356	135917	114.738	<hkxhk>	None	None	None
Pm2	39000371	mheter_107373	scaffold356	6014	112.005	<lmxll>	Pm009138	38999280	39004709
Pm2	39030198	fheter_103508	scaffold724	91757	115.511	<nnxnp>	Pm009144	39028476	39030829
Pm2	39090975	mheter_110664	scaffold724	30980	111.299	<lmxll>	Pm009155	39090657	39091587
Pm2	39132449	mheter_112014	scaffold35	1027195	113.387	<lmxll>	Pm009165	39130583	39134515
Pm2	39228651	fheter_99328	scaffold35	930993	124.887	<nnxnp>	Pm009177	39227167	39233511
Pm2	39512774	fheter_101708	scaffold35	646870	125.918	<nnxnp>	Pm009219	39512740	39515738
Pm2	39706866	fheter_108353	scaffold35	452778	127.638	<nnxnp>	Pm009250	39705445	39709871
Pm2	39929753	mheter_108586	scaffold35	229891	117.197	<lmxll>	None	None	None
Pm2	40126451	mheter_106670	scaffold35	33193	119.949	<lmxll>	None	None	None
Pm2	40165479	fheter_99067	scaffold495	986992	117.246	<nnxnp>	Pm009328	40163738	40171375
Pm2	40199191	fheter_107953	scaffold495	953280	118.074	<nnxnp>	Pm009332	40198514	40199203
Pm2	40311656	fheter_106518	scaffold495	840815	119.012	<nnxnp>	Pm009348	40306456	40313328
Pm2	40526860	mheter_111110	scaffold495	625611	112.865	<lmxll>	None	None	None
Pm2	40824610	fheter_104383	scaffold495	327861	120.692	<nnxnp>	None	None	None
Pm2	41090495	fheter_105524	scaffold495	61976	123.317	<nnxnp>	None	None	None
Pm2	41108204	fheter_100508	scaffold495	44267	122.883	<nnxnp>	None	None	None
Pm2	41207574	hk_hk391	scaffold321	380403	121.789	<hkxhk>	Pm009476	41205291	41207829
Pm2	41495695	mheter_108416	scaffold321	92282	118.567	<lmxll>	None	None	None
Pm2	41557833	mheter_111104	scaffold321	30144	117.774	<lmxll>	Pm009534	41556342	41558051
Pm2	41622310	fheter_105551	scaffold461	34235	130.899	<nnxnp>	Pm009538	41618230	41623673
Pm2	41643305	fheter_104510	scaffold461	55230	131.299	<nnxnp>	None	None	None
Pm2	41891629	mheter_113072	scaffold461	303554	116.418	<lmxll>	Pm009571	41886606	41892585
Pm2	42011481	fheter_100479	scaffold461	423406	130.097	<nnxnp>	None	None	None
Pm3	21918	fheter_104194	scaffold443	278438	0	<nnxnp>	None	None	None
Pm3	138076	fheter_106051	scaffold443	162280	1.628	<nnxnp>	None	None	None
Pm3	293023	fheter_100887	scaffold443	7333	0.704	<nnxnp>	Pm009662	290682	296265
Pm3	352509	mheter_116498	scaffold326	316825	14.124	<lmxll>	None	None	None
Pm3	417933	fheter_101861	scaffold326	251401	5.554	<nnxnp>	None	None	None
Pm3	640309	fheter_102697	scaffold326	29025	3.53	<nnxnp>	None	None	None
Pm3	694912	fheter_105318	scaffold375	348030	9.167	<nnxnp>	None	None	None
Pm3	803161	fheter_99698	scaffold375	239781	6.512	<nnxnp>	Pm009761	802546	815382
Pm3	1014808	hk_hk3072	scaffold375	28134	11.59	<hkxhk>	None	None	None
Pm3	1059395	fheter_109394	scaffold614	90412	7.464	<nnxnp>	Pm009809	1057259	1062043
Pm3	1103143	fheter_105820	scaffold614	46664	7.773	<nnxnp>	Pm009812	1100232	1104178
Pm3	1224636	fheter_109989	scaffold423	697019	8.407	<nnxnp>	Pm009832	1221760	1224735
Pm3	1391874	hk_hk2697	scaffold423	529781	14.39	<hkxhk>	Pm009870	1388290	1392216
Pm3	1624099	hk_hk1974	scaffold423	297556	16.203	<hkxhk>	None	None	None
Pm3	1796109	fheter_103447	scaffold423	125546	12.296	<nnxnp>	Pm009951	1793859	1802111
Pm3	1890929	hk_hk2389	scaffold423	30726	17.648	<hkxhk>	None	None	None
Pm3	1928176	fheter_107552	scaffold7	661085	14.003	<nnxnp>	None	None	None
Pm3	2026332	mheter_110408	scaffold7	562929	20.523	<lmxll>	None	None	None
Pm3	2158390	fheter_99745	scaffold7	430871	13.185	<nnxnp>	Pm010026	2157520	2158442
Pm3	2430645	hk_hk1649	scaffold7	158616	18.504	<hkxhk>	None	None	None
Pm3	2529561	fheter_102613	scaffold7	59700	13.49	<nnxnp>	Pm010098	2515451	2530269
Pm3	2610200	mheter_113244	scaffold913	137017	22.324	<lmxll>	None	None	None
Pm3	2672566	fheter_109617	scaffold913	74651	12.896	<nnxnp>	Pm010123	2668666	2674024
Pm3	2724269	fheter_107920	scaffold913	22948	14.657	<nnxnp>	Pm010135	2724151	2730424
Pm3	2751649	mheter_114451	scaffold689	4705	14.963	<lmxll>	None	None	None
Pm3	2772859	fheter_100183	scaffold401	46055	16.596	<nnxnp>	None	None	None
Pm3	2813760	fheter_99987	scaffold401	5154	10.947	<nnxnp>	None	None	None
Pm3	2873663	fheter_104898	scaffold6	54651	18.906	<nnxnp>	None	None	None
Pm3	2980966	fheter_107906	scaffold6	161954	19.468	<nnxnp>	Pm010168	2980328	2981575
Pm3	3024023	fheter_106516	scaffold6	205011	20.348	<nnxnp>	Pm010179	3018520	3025547
Pm3	3163324	mheter_112048	scaffold387	8006	19.629	<lmxll>	None	None	None
Pm3	3258153	fheter_107976	scaffold308	86725	15.847	<nnxnp>	None	None	None
Pm3	3284222	hk_hk2022	scaffold308	112794	20.852	<hkxhk>	Pm010221	3281517	3284557
Pm3	3568118	fheter_101885	scaffold308	396690	18.194	<nnxnp>	Pm010270	3567844	3574082
Pm3	3601832	hk_hk1710	scaffold308	430404	21.99	<hkxhk>	None	None	None
Pm3	3676152	fheter_108580	scaffold313	382835	21.356	<nnxnp>	None	None	None
Pm3	3858331	fheter_104101	scaffold313	200656	22.295	<nnxnp>	None	None	None
Pm3	4015249	mheter_112972	scaffold313	43738	25.08	<lmxll>	None	None	None
Pm3	4073196	mheter_112605	scaffold1174	49486	22.639	<lmxll>	None	None	None
Pm3	4147379	fheter_103431	scaffold681	7409	23.185	<nnxnp>	None	None	None
Pm3	4193236	mheter_116074	scaffold1136	12839	25.469	<lmxll>	Pm010384	4181809	4194284
Pm3	4198167	mheter_108966	scaffold1136	7908	24.375	<lmxll>	Pm010388	4197806	4199541
Pm3	4281133	fheter_109236	scaffold349	23673	24.408	<nnxnp>	Pm010406	4281131	4283191
Pm3	4417526	fheter_99784	scaffold349	160066	23.617	<nnxnp>	Pm010430	4417369	4418787
Pm3	4852920	fheter_100831	scaffold349	595460	26.275	<nnxnp>	Pm010506	4850185	4867343
Pm3	4894180	mheter_110776	scaffold349	636720	28.671	<lmxll>	Pm010511	4887202	4895494
Pm3	4907254	hk_hk2884	scaffold690	8571	27.622	<hkxhk>	None	None	None
Pm3	5084212	fheter_109101	scaffold690	185529	27.302	<nnxnp>	Pm010537	5057574	5084241
Pm3	5261860	fheter_109726	scaffold690	363177	27.854	<nnxnp>	None	None	None
Pm3	5282532	fheter_102312	scaffold269	19033	28.527	<nnxnp>	None	None	None
Pm3	5535559	fheter_100966	scaffold269	272060	29.094	<nnxnp>	Pm010603	5534891	5536498
Pm3	5778574	fheter_107622	scaffold269	515075	30.04	<nnxnp>	None	None	None
Pm3	6117976	mheter_115496	scaffold269	854477	32.811	<lmxll>	None	None	None
Pm3	6185334	hk_hk366	scaffold269	921835	32.205	<hkxhk>	None	None	None
Pm3	6202732	mheter_108095	scaffold292	483975	31.386	<lmxll>	Pm010704	6199910	6203614
Pm3	6610226	hk_hk1404	scaffold292	76481	33.324	<hkxhk>	None	None	None
Pm3	6683074	hk_hk1619	scaffold292	3633	33.881	<hkxhk>	None	None	None
Pm3	6731820	mheter_109152	scaffold503	307183	35.01	<lmxll>	Pm010783	6730732	6737454
Pm3	6918531	mheter_115694	scaffold503	120472	35.986	<lmxll>	None	None	None
Pm3	7023392	hk_hk1449	scaffold503	15611	36.179	<hkxhk>	None	None	None
Pm3	7052663	fheter_104423	scaffold377	831248	35.23	<nnxnp>	Pm010831	7051545	7053186
Pm3	7250627	hk_hk434	scaffold377	633284	37.03	<hkxhk>	Pm010867	7248851	7260702
Pm3	7451220	fheter_101458	scaffold377	432691	36.428	<nnxnp>	Pm010889	7447974	7452904
Pm3	7738401	mheter_108776	scaffold377	145510	37.926	<lmxll>	None	None	None
Pm3	7787545	mheter_109582	scaffold377	96366	38.948	<lmxll>	Pm010942	7785057	7788877
Pm3	7932230	fheter_103949	scaffold541	48221	38.151	<nnxnp>	None	None	None
Pm3	8018919	mheter_112606	scaffold541	134910	39.742	<lmxll>	None	None	None
Pm3	8080867	fheter_102173	scaffold248	3743	40.817	<nnxnp>	None	None	None
Pm3	8166176	mheter_113172	scaffold248	89052	42.463	<lmxll>	None	None	None
Pm3	8603506	mheter_110218	scaffold248	526382	41.732	<lmxll>	Pm011042	8601341	8607094
Pm3	8954991	fheter_101349	scaffold248	877867	39.08	<nnxnp>	Pm011090	8954047	8955360
Pm3	9184745	hk_hk2618	scaffold248	1107621	38.6	<hkxhk>	None	None	None
Pm3	9221582	mheter_110439	scaffold176	18045	44.725	<lmxll>	None	None	None
Pm3	9263017	hk_hk1957	scaffold176	59480	42.138	<hkxhk>	Pm011144	9262505	9263689
Pm3	9812856	mheter_108423	scaffold176	609319	42.665	<lmxll>	Pm011239	9811808	9813868
Pm3	9868591	mheter_110149	scaffold176	665054	41.402	<lmxll>	Pm011252	9866918	9869041
Pm3	9918692	fheter_101135	scaffold702	145714	42.438	<nnxnp>	None	None	None
Pm3	10001112	hk_hk2635	scaffold702	63294	43.238	<hkxhk>	None	None	None
Pm3	10044170	mheter_113640	scaffold702	20236	45.54	<lmxll>	Pm011277	10043991	10046148
Pm3	10082793	fheter_109680	scaffold996	9305	41.749	<nnxnp>	None	None	None
Pm3	10089146	hk_hk1811	scaffold996	2952	43.7	<hkxhk>	None	None	None
Pm3	10120485	fheter_108070	scaffold477	28289	42.774	<nnxnp>	None	None	None
Pm3	10268297	fheter_98251	scaffold477	176101	43.986	<nnxnp>	None	None	None
Pm3	10383120	fheter_103571	scaffold477	290924	44.838	<nnxnp>	None	None	None
Pm3	10425507	hk_hk372	scaffold817	292597	45.873	<hkxhk>	None	None	None
Pm3	10645769	mheter_114129	scaffold817	72335	48.525	<lmxll>	Pm011371	10643152	10649064
Pm3	10708889	hk_hk2153	scaffold817	9215	46.237	<hkxhk>	Pm011382	10706750	10709229
Pm3	10728815	fheter_103017	scaffold253	226719	46.405	<nnxnp>	None	None	None
Pm3	10938020	mheter_113567	scaffold253	17514	49.442	<lmxll>	None	None	None
Pm3	10966774	fheter_99093	scaffold400	23067	46.926	<nnxnp>	None	None	None
Pm3	10967876	fheter_105178	scaffold400	21965	45.252	<nnxnp>	None	None	None
Pm3	10994840	hk_hk664	scaffold208	4901	47.465	<hkxhk>	Pm011423	10993908	10995296
Pm3	11088873	mheter_106557	scaffold208	98934	47.292	<lmxll>	None	None	None
Pm3	11491913	mheter_117479	scaffold208	501974	47.794	<lmxll>	Pm011485	11491406	11491963
Pm3	11703861	fheter_103355	scaffold208	713922	47.965	<nnxnp>	None	None	None
Pm3	11738148	mheter_108818	scaffold286	13394	49.913	<lmxll>	Pm011527	11735143	11738461
Pm3	11827922	mheter_110164	scaffold286	103168	51.109	<lmxll>	None	None	None
Pm3	12090574	fheter_103597	scaffold286	365820	49.121	<nnxnp>	None	None	None
Pm3	12279980	mheter_110642	scaffold286	555226	53.467	<lmxll>	Pm011609	12272636	12286219
Pm3	12469762	mheter_109180	scaffold286	745008	54.128	<lmxll>	None	None	None
Pm3	12972531	fheter_102930	scaffold286	1247777	51.988	<nnxnp>	Pm011693	12970589	12974912
Pm3	13053170	fheter_102191	scaffold286	1328416	53.257	<nnxnp>	None	None	None
Pm3	13087550	fheter_100924	scaffold287	135268	54.375	<nnxnp>	None	None	None
Pm3	13201853	mheter_115464	scaffold287	20965	55.655	<lmxll>	None	None	None
Pm3	13306788	mheter_117118	scaffold238	83872	56.984	<lmxll>	None	None	None
Pm3	13310111	mheter_117510	scaffold238	87195	57.749	<lmxll>	None	None	None
Pm3	13332753	mheter_115423	scaffold298	14145	59.09	<lmxll>	None	None	None
Pm3	13374151	hk_hk1867	scaffold298	55543	59.757	<hkxhk>	None	None	None
Pm3	13517974	mheter_111190	scaffold298	199366	59.852	<lmxll>	Pm011764	13516569	13518226
Pm3	13558088	mheter_106043	scaffold350	830797	61.363	<lmxll>	None	None	None
Pm3	13583824	fheter_103124	scaffold350	805061	61.291	<nnxnp>	Pm011775	13583588	13584661
Pm3	13870360	fheter_99394	scaffold350	518525	60.599	<nnxnp>	None	None	None
Pm3	14182055	fheter_108112	scaffold350	206830	58.213	<nnxnp>	Pm011856	14179375	14182850
Pm3	14381863	mheter_112628	scaffold350	7022	60.286	<lmxll>	None	None	None
Pm3	14400125	hk_hk2600	scaffold641	11142	61.887	<hkxhk>	Pm011891	14396101	14400197
Pm3	14406552	mheter_109705	scaffold641	17569	61.635	<lmxll>	Pm011893	14404036	14408972
Pm3	14446941	mheter_114130	scaffold641	57958	61.834	<lmxll>	None	None	None
Pm3	14539815	mheter_112217	scaffold217	50490	60.905	<lmxll>	None	None	None
Pm3	14558457	fheter_103931	scaffold217	69132	62.647	<nnxnp>	None	None	None
Pm3	14799278	mheter_118086	scaffold217	309953	63.103	<lmxll>	None	None	None
Pm3	14897291	fheter_100443	scaffold217	407966	63.84	<nnxnp>	None	None	None
Pm3	14968442	mheter_106093	scaffold13	44158	64.068	<lmxll>	None	None	None
Pm3	15234025	fheter_106035	scaffold13	309741	66.103	<nnxnp>	Pm011995	15233336	15243386
Pm3	15289111	mheter_109987	scaffold13	364827	63.333	<lmxll>	None	None	None
Pm3	15355683	mheter_118050	scaffold1028	22824	65.003	<lmxll>	None	None	None
Pm3	15364511	mheter_110991	scaffold1028	13996	65.189	<lmxll>	None	None	None
Pm3	15429276	fheter_100322	scaffold325	85443	65.178	<nnxnp>	None	None	None
Pm3	15489290	mheter_109899	scaffold325	25429	63.795	<lmxll>	None	None	None
Pm3	15513031	mheter_106619	scaffold325	1688	62.659	<lmxll>	Pm012025	15511997	15513198
Pm3	15557577	hk_hk2451	scaffold426	71802	64.71	<hkxhk>	None	None	None
Pm3	15624775	hk_hk725	scaffold426	4604	65.62	<hkxhk>	None	None	None
Pm3	15647390	fheter_105016	scaffold826	17913	67.571	<nnxnp>	None	None	None
Pm3	15662426	fheter_101329	scaffold826	32949	67.972	<nnxnp>	None	None	None
Pm3	15708497	fheter_102518	scaffold33	98288	69.709	<nnxnp>	None	None	None
Pm3	15772062	fheter_106933	scaffold33	34723	67.752	<nnxnp>	None	None	None
Pm3	15774915	fheter_109002	scaffold33	31870	68.652	<nnxnp>	None	None	None
Pm3	15847457	mheter_110032	scaffold800	17228	66.07	<lmxll>	None	None	None
Pm3	15860865	fheter_109454	scaffold800	3820	68.841	<nnxnp>	None	None	None
Pm3	15953379	mheter_117246	scaffold675	5824	68.988	<lmxll>	None	None	None
Pm3	15987866	fheter_106655	scaffold699	42544	69.397	<nnxnp>	None	None	None
Pm3	16051515	hk_hk56	scaffold256	448738	68.367	<hkxhk>	Pm012092	16050781	16052178
Pm3	16348165	fheter_104324	scaffold256	152088	70.353	<nnxnp>	Pm012126	16347536	16350485
Pm3	16440323	fheter_99179	scaffold256	59930	71.787	<nnxnp>	Pm012136	16435370	16441303
Pm3	16574153	mheter_111926	scaffold258	32119	69.797	<lmxll>	None	None	None
Pm3	16574290	mheter_108867	scaffold258	31982	70.477	<lmxll>	None	None	None
Pm3	16603565	hk_hk484	scaffold258	2707	72.548	<hkxhk>	None	None	None
Pm3	16663924	fheter_106703	scaffold576	57554	71.145	<nnxnp>	None	None	None
Pm3	16828402	fheter_103304	scaffold576	222032	73.886	<nnxnp>	None	None	None
Pm3	16933962	hk_hk1455	scaffold576	327592	71.357	<hkxhk>	None	None	None
Pm3	16957811	mheter_109831	scaffold579	138617	71.433	<lmxll>	Pm012174	16957304	16958434
Pm3	17078177	fheter_99820	scaffold579	18251	72.946	<nnxnp>	None	None	None
Pm3	17127331	mheter_114494	scaffold605	80051	71.84	<lmxll>	None	None	None
Pm3	17190280	fheter_104857	scaffold605	17102	72.406	<nnxnp>	None	None	None
Pm3	17229428	fheter_109316	scaffold523	70122	72.092	<nnxnp>	None	None	None
Pm3	17291718	mheter_109518	scaffold523	7832	73.04	<lmxll>	None	None	None
Pm3	17305921	mheter_107653	scaffold402	115242	72.181	<lmxll>	Pm012198	17299036	17310956
Pm3	17348215	mheter_114670	scaffold402	72948	72.932	<lmxll>	None	None	None
Pm3	17429993	fheter_108280	scaffold156	782377	72.214	<nnxnp>	Pm012209	17427514	17431241
Pm3	17484005	fheter_104133	scaffold156	728365	72.656	<nnxnp>	Pm012212	17483372	17484044
Pm3	17903636	fheter_106038	scaffold156	308734	74.784	<nnxnp>	None	None	None
Pm3	18205905	mheter_105777	scaffold156	6465	71.174	<lmxll>	Pm012275	18205087	18208987
Pm3	18218590	fheter_105417	scaffold99	332147	73.442	<nnxnp>	None	None	None
Pm3	18302078	fheter_102286	scaffold99	248659	72.736	<nnxnp>	None	None	None
